C/A,UNIT,STATION,DIVISION,LINENAME,ENTRIES_10_12,EXITS_10_12,ENTRIES_13_16,EXITS_13_16,ENTRIES_17_20,EXITS_17_20,ENTRIES_21_22,EXITS_21_22,OPENED,CLOSED,PRIOR_REMOTES,PRIOR_STATIONS
R335,R444,NEREID AV,IRT,25,2873411,1090709,4738399,1812454,3668326,1519851,964227,619375,,,,"238 ST,NEREID AVE"
R336,R145,WAKEFIELD/241,IRT,2,4538326,4499060,6834387,6856714,5517652,6021478,1462755,2143550,,,,"241 ST,WAKEFIELD-241"
R401,R445,3 AV 138 ST,IRT,6,6233602,5088818,10163928,7611640,8887680,6420489,2254074,2540614,,,,"138 ST-3 AV,138 ST-3 AVE"
R402,R446,BROOK AV,IRT,6,4277717,1141195,6544221,1692694,5465665,1715833,1373874,724012,,,,BROOK AVE
R403,R446,BROOK AV,IRT,6,970772,3692145,1457977,5358155,1240811,4720319,351266,1761698,,,,BROOK AVE
R404,R447,CYPRESS AV,IRT,6,2466499,893122,3945808,1319629,3184432,1319226,700155,535271,,,,CYPRESS AVE
R405,R447,CYPRESS AV,IRT,6,654694,1491927,1036025,1991649,802277,1591965,180241,528859,,,,CYPRESS AVE
R406,R448,E 143/ST MARY'S,IRT,6,612595,224133,955268,361817,893009,367145,288800,197078,,,,E 143 ST
R407,R448,E 143/ST MARY'S,IRT,6,159503,620696,240515,946752,207967,906492,76931,395298,,,,E 143 ST
R408,R449,E 149 ST,IRT,6,2704722,1177558,4365967,1805702,4058540,1775561,1031570,669512,,,,
R409,R449,E 149 ST,IRT,6,1078753,2360159,1614109,3588763,1325426,3473788,380113,1327084,,,,
R410,R450,LONGWOOD AV,IRT,6,2247106,780666,3432630,1174539,2801955,1122774,745692,457520,,,,LONGWOOD AVE
R411,R450,LONGWOOD AV,IRT,6,667057,1885311,1007977,2747038,742803,2139927,248159,845672,,,,LONGWOOD AVE
R412,R146,HUNTS POINT AV,IRT,6,8810202,6306566,13046208,9971036,11457871,9879010,2997999,3735980,,,,HUNTS POINT AVE
R413,R325,WHITLOCK AV,IRT,6,1374672,1437928,2216378,2206578,2107303,2313690,562969,902140,9/11/10 14:53,,,WHITLOCK AVE
R414,R162,ELDER AV,IRT,6,4673953,3669470,8384612,8083760,7228665,7262302,1950802,3042357,,,,ELDER AVE
R415,R120,MORISN AV/SNDVW,IRT,6,5635378,5109684,8519188,7424305,7175210,6374889,1866532,2470583,9/12/10 12:25,,,MORRISON AVE
R416,R245,ST LAWRENCE AV,IRT,6,2927277,2287547,5285072,4990132,4584673,4475641,1187405,1687777,,,,ST LAWRENCE AVE
R417,R222,PARKCHESTER,IRT,6,15556976,21174166,21504791,22120438,17171967,18396404,4545561,6207323,,,,E 177 ST-PARKCH
R418,R106,CASTLE HILL AV,IRT,6,6478562,3961189,7629015,6749383,7107198,7465519,2750661,2637200,,,,CASTLE HILL AVE
R419,R326,ZEREGA AV,IRT,6,2246938,1602458,6001441,3826425,2801717,2668540,677729,918007,,,,ZEREGA AVE
R420,R107,WESTCHESTER SQ,IRT,6,5375327,5156618,8388115,7482774,6521010,6167287,1591309,2262631,,,,
R421,R427,MIDDLETOWN RD,IRT,6,1578421,516582,2576415,2179163,2141074,2101519,519275,710524,,,,MIDDLETOWN ROAD
R422,R428,BUHRE AV,IRT,6,2707241,1311843,3532096,2289726,3932922,3819937,1005305,1399911,,,,BUHRE AVE
R423,R429,PELHAM BAY PARK,IRT,6,5767125,4328976,9244821,6020598,7792904,4741586,1835286,1675495,,,,
R501,R054,5 AVE,IRT,7BDFM,8972633,8405856,14810574,13212099,13241318,11351422,2517308,3212135,,,,"FIFTH AVE,5 AVE-BRYANT PK"
R503,R276,VERNON-JACKSON,IRT,7,1533680,4929193,3215980,10522351,3270233,8815644,921503,2884721,,,,VERNON/JACKSON
R504,R276,VERNON-JACKSON,IRT,7,7174187,1520440,11516701,2873830,12244701,3414309,1745098,1306503,,,,VERNON/JACKSON
R506,R276,VERNON-JACKSON,IRT,7,1874432,135035,3134573,226982,3093514,194499,494182,83751,,,,VERNON/JACKSON
R507,R134,HUNTERS PT AV,IRT,7,4560945,3902832,7418462,6380163,6663972,5643765,1269785,1568051,,,,HUNTERS PT AVE
R508,R346,COURT SQ,IRT,7,6111469,5418176,5721187,6189307,5137293,5809615,1347058,2316264,,,,45 RD-COURT H S
R509,R121,QUEENSBORO PLZ,IRT,7NQW,8502044,2971912,15408270,5043663,16694839,5244958,3396918,1788517,,,,
R510,R090,39 AV,BMT,NQW,2425016,2573100,4290328,3595425,2864076,2353658,710512,1227399,,,,"BEEBE-39 AV,BEEBE-39 AVE"
R511,R091,36 AV,BMT,NQW,6364323,6623276,9685960,8757470,5963901,5841595,1579188,2624801,,,,WASHINGTON-36 A
R512,R092,BROADWAY,BMT,NQW,11152555,9817422,17341060,13890927,11523703,9071054,2766878,4203067,,,,BROADWAY-31 ST
R513,R093,30 AV,BMT,NQW,12233343,10246699,19098620,15902419,12931335,10675004,3078011,4378237,,,,"GRAND-30 AV,GRAND-30 AVE"
R514,R094,ASTORIA BLVD,BMT,NQW,10385086,8194777,15805536,11527335,10791640,11441716,2479034,3293872,,,,HOYT ST-ASTORIA
R515,R095,ASTORIA DITMARS,BMT,NQW,14171930,13319374,21880469,19897307,17097525,14551042,3682267,5174130,,,,DITMARS BL-31 S
R516,R291,33 ST-RAWSON ST,IRT,7,7861290,6887176,11502948,8589388,7824055,6395786,1329273,1808881,,,,33 ST/RAWSON ST
R517,R291,33 ST-RAWSON ST,IRT,7,2247025,1738213,3657895,2534416,2564065,1863298,603900,613112,,,,33 ST/RAWSON ST
R518,R261,40 ST LOWERY ST,IRT,7,9182496,8824992,13859818,12469051,10724272,9717902,2493276,3423826,,,,40 ST-LOWERY ST
R519,R223,46 ST BLISS ST,IRT,7,8105241,8659928,11939682,12432013,9366267,9809133,2308603,3644994,,,,46 ST-BLISS ST
R520,R223,46 ST BLISS ST,IRT,7,4595458,1569603,6708987,2133180,4910251,1527175,1227900,1142222,,,,46 ST-BLISS ST
R521,R327,52 ST,IRT,7,5774391,6003127,8775589,8775847,6816402,6583796,1704783,2384605,,,,52 ST-LINCOLN
R523,R147,61 ST WOODSIDE,IRT,7,14691044,14857986,21888987,22606770,18828422,20113293,5184494,7475689,,,,61 ST/WOODSIDE
R524,R347,69 ST,IRT,7,4527646,4444652,6673673,6576444,5489475,5794571,1756444,2544543,,,,"69 ST-FISK AV,69 ST-FISK AVE"
R525,R018,74 ST-BROADWAY,IRT,7EFMR,3537546,4543442,4663330,6446487,3708319,5588029,1102485,2132851,,,,
R526,R096,82 ST-JACKSON H,IRT,7,13910385,15670207,20710062,23614186,17185113,20452331,5414664,8953017,,,,
R527,R122,90 ST-ELMHURST,IRT,7,14847523,8938782,22045949,11332757,18823594,9185997,5578050,3771500,,,,
R528,R097,JUNCTION BLVD,IRT,7,18938609,16884571,28207642,24470892,24696957,21673516,7915976,9456937,,,,
R529,R208,103 ST-CORONA,IRT,7,16498204,12962784,25970407,19428025,22736258,17426254,6920894,8167888,,,,
R530,R310,111 ST,IRT,7,9480402,7507691,14766663,10290691,13426620,8516985,4123996,3669003,,,,
R532,R328,METS-WILLETS PT,IRT,7,4234658,2851410,6534095,4051872,5275598,3127676,1458823,1420848,,,,WILLETS PT-SHEA
R532G,R328,METS-WILLETS PT,IRT,7,,,0,0,,,,,,,,
R532H,R328,METS-WILLETS PT,IRT,7,921365,2417358,1776127,3782081,1086381,2805129,248948,1498387,,,,WILLETS PT-SHEA
R533,R055,FLUSHING-MAIN,IRT,7,36253486,34148513,54871988,45995598,45156163,36876360,12627747,14017495,,,,MAIN ST
R534,R055,FLUSHING-MAIN,IRT,7,16004858,14560380,22728780,20037561,17355343,15823826,4048950,5989682,,,,MAIN ST
R550,R072,34 ST-HUDSON YD,IRT,7,,,3404239,4154494,13064539,14264724,3758336,6010290,8/1/15 0:00,,,
R551,R072,34 ST-HUDSON YD,IRT,7,,,,,1550782,1811367,647377,1189583,7/26/18 16:00,,,
R600,R224,CLARK ST,IRT,23,4885393,4979597,8121421,5449526,5666848,3166186,912016,1061609,,,,
R601A,R108,BOROUGH HALL,IRT,2345R,8524831,8703494,11845309,12414320,8933836,9651848,1830573,3063670,,,,BOROUGH HALL/CT
R602,R108,BOROUGH HALL,IRT,2345R,12998452,7800194,20210753,11986966,14721202,9287018,2486056,2325356,,,,BOROUGH HALL/CT
R604,R108,BOROUGH HALL,IRT,2345R,7217090,2762758,12122272,4357101,9250087,3181971,1617547,965134,,,,BOROUGH HALL/CT
R605,R456,HOYT ST,IRT,23,1716854,3533615,3262200,5157442,2881505,4138270,569114,1519150,,,,
R606,R225,HOYT ST,IRT,23,3638394,1923263,5794224,3114380,4671204,2459449,1167181,887722,,,,
R608,R056,NEVINS ST,IRT,2345,5188379,4594035,7020580,7144499,5749461,5940506,1168533,1745490,,,,
R609,R056,NEVINS ST,IRT,2345,4582473,4420152,6963720,5921407,5366396,5100891,1012364,1607949,,,,
R610,R057,ATL AV-BARCLAY,IRT,2345BDNQR,19007650,16150295,27126115,23438035,22821178,21059110,4650314,6234904,,,,"ATLANTIC AVE,BARCLAYS CENTER"
R612,R057,ATL AV-BARCLAY,IRT,BDNQR2345,696041,609926,12622567,9835693,11818154,9227821,2516036,3280944,9/6/12 20:00,,,BARCLAYS CENTER
R617,R058,BERGEN ST,IRT,23,2885543,862985,3914859,1264673,3130746,1040523,584114,390573,,,,
R618,R058,BERGEN ST,IRT,23,771785,1963117,1128302,2793686,915170,2289900,219681,810592,,,,
R619,R059,GRAND ARMY PLAZ,IRT,23,6632630,3511260,9977919,4557437,7689118,3023000,1555000,1074083,,,,
R621,R060,EASTN PKWY-MUSM,IRT,23,4294479,4124825,6632754,6265074,9237052,5278990,1006030,1878764,,,,EASTERN PKWY
R622,R123,FRANKLIN AV,IRT,2345S,11319518,8861700,18746505,11919994,15028171,8918793,3016657,3187175,,,,FRANKLIN AVE
R623,R061,NOSTRAND AV,IRT,3,3603196,3702431,5526898,5549921,4533828,4595370,986736,1527206,,,,NOSTRAND AVE
R624,R124,KINGSTON AV,IRT,3,4129907,3718515,6310741,5413494,5102071,4411797,1172026,1615314,,,,KINGSTON AVE
R625,R062,CROWN HTS-UTICA,IRT,34,6290181,4772133,9850390,7552103,8053338,6689985,1975345,2140187,,,,UTICA AVE
R626,R062,CROWN HTS-UTICA,IRT,34,17033401,14032970,25966080,18599962,21228083,16162831,4801784,5560547,,,,UTICA AVE
R627,R063,SUTTER AV-RUTLD,IRT,3,6395318,3561442,9531350,5234995,6100682,6795518,1838281,2811371,,,,SUTTER AVE
R628,R064,SARATOGA AV,IRT,3,4706088,2660964,7351664,3539237,5764401,6035361,1467580,2133373,,,,SARATOGA AVE
R629,R065,ROCKAWAY AV,IRT,3,4804520,4735690,5664318,5496899,5445022,6071111,1331647,2095301,,,,ROCKAWAY AVE
R630,R066,JUNIUS ST,IRT,3,1875421,1264507,3121411,1256237,1978204,2456238,659744,1204496,,,,
R632,R067,PENNSYLVANIA AV,IRT,3,4856990,1618913,6528653,1623004,4446508,2362956,1278583,936120,,,,
R633,R068,VAN SICLEN AV,IRT,3,2867004,1089457,3726135,2017732,3374303,3650973,738802,1148123,,,,VAN SICLEN AVE
R634,R069,NEW LOTS AV,IRT,3,5451585,3612456,8674793,5781221,6282937,6582390,1572413,2318644,,,,NEW LOTS AVE
R635,R277,PRESIDENT ST,IRT,25,3122652,3511540,4991778,5504690,4001931,4539712,917656,1486686,,,,
R636,R209,STERLING ST,IRT,25,4898954,3108450,7398433,4629020,6052799,3833843,1459479,1405077,,,,
R637,R451,WINTHROP ST,IRT,25,5942715,1619669,9066592,2141278,7305398,1554210,1952497,490816,,,,
R639,R109,CHURCH AV,IRT,25,8338922,2114220,12449034,3074881,10515048,2443267,2656227,829058,,,,CHURCH AVE
R641,R210,BEVERLY RD,IRT,25,3511293,705893,5635254,1063284,4682144,945789,1208731,376445,,,,BEVERLY ROAD
R643,R135,NEWKIRK AV,IRT,25,6234018,379072,9569538,622676,7656289,634887,1941024,274528,,,,NEWKIRK AVE
R644,R135,NEWKIRK AV,IRT,25,169668,3800674,310405,5858466,366525,4741662,69267,1677074,,,,NEWKIRK AVE
R645,R110,FLATBUSH AV-B.C,IRT,25,11274240,6408239,16069961,7863556,12346498,5702179,3038058,2346461,,,,"FLATBUSH AV,FLATBUSH AVE"
R646,R110,FLATBUSH AV-B.C,IRT,25,3910829,1893229,6344037,3464344,5210273,3494848,1074630,1148742,,,,"FLATBUSH AV,FLATBUSH AVE"
R647,R110,FLATBUSH AV-B.C,IRT,25,2902517,3039185,4325768,4283099,3341485,3455227,694484,1147003,,,,"FLATBUSH AV,FLATBUSH AVE"
R726,R329,MORRIS PARK,IRT,5,1534493,1573109,2586060,2591139,2413206,2464261,586420,867169,,,,
R727,R430,PELHAM PKWY,IRT,5,2479960,2248367,3686742,2839526,3075826,2359910,749531,910192,,,,"PELHAM PKY,PELHAM PARKWAY"
R728,R226,GUN HILL RD,IRT,5,4727342,1370828,6891984,1943103,4904849,2136077,1304758,2114655,,,,GUN HILL ROAD
R729,R292,BAYCHESTER AV,IRT,5,3079170,644268,4765469,586424,3735021,711251,821182,311153,,,,BAYCHESTER AVE
R730,R431,EASTCHSTER/DYRE,IRT,5,3703590,3628681,5639543,5432656,4679839,4872976,1179205,1743446,,,,"DYRE AV,DYRE AVE"
S101,R070,ST. GEORGE,SRT,1,21209513,26123,7560076,930,6432225,9933,1158932,19475,,,,
S101A,R070,ST. GEORGE,SRT,1,13348277,231012,8076501,4403,6897785,1495,1261036,166,,,,
S102,R165,TOMPKINSVILLE,SRT,1,687821,13,1005715,47,855967,24,219266,10,,,,
TRAM1,R468,RIT-MANHATTAN,RIT,R,2361130,52844,5573116,76743,4353380,114918,1783620,168368,11/20/10 0:00,,,
TRAM2,R469,RIT-ROOSEVELT,RIT,R,2351652,54302,5584241,89238,4394215,486082,1621949,51851,11/20/10 0:00,,,
